

CATCH COMPARISONS
******************
OPTION FILE   DESCRIPTION
===========   ==============================================
0206B.OP7     Stage 2 calibration 0206B




CEILINGS SPECIFIED FOR Alaska T
Catch level comparison

      Actual   0206B    |0206B   
1985    none     none     none     none    136902     -NA-     -NA-     -NA-     -NA-     -NA-    0.943
1986    none     none     none     none    111231     -NA-     -NA-     -NA-     -NA-     -NA-    0.937
1987    none     none     none     none     67749     -NA-     -NA-     -NA-     -NA-     -NA-    1.128
1988    none     none     none     none     50918     -NA-     -NA-     -NA-     -NA-     -NA-    1.231
1989    none     none     none     none     75652     -NA-     -NA-     -NA-     -NA-     -NA-    1.026
1990    none     none     none     none    105152     -NA-     -NA-     -NA-     -NA-     -NA-    0.772
1991    none     none     none     none     41085     -NA-     -NA-     -NA-     -NA-     -NA-    1.277
1992    none     none     none     none     27703     -NA-     -NA-     -NA-     -NA-     -NA-    1.247
1993    none     none     none     none     36504     -NA-     -NA-     -NA-     -NA-     -NA-    0.828
1994    none     none     none     none     29073     -NA-     -NA-     -NA-     -NA-     -NA-    0.999
1995    none     none     none     none     22673     -NA-     -NA-     -NA-     -NA-     -NA-    1.154
1996    none     none     none     none     30165     -NA-     -NA-     -NA-     -NA-     -NA-    0.940
1997    none     none     none     none     35576     -NA-     -NA-     -NA-     -NA-     -NA-    0.882
1998    none     none     none     none     29807     -NA-     -NA-     -NA-     -NA-     -NA-    1.144
1999    none     none     none     none     41186     -NA-     -NA-     -NA-     -NA-     -NA-    0.886
2000    none     none     none     none     33588     -NA-     -NA-     -NA-     -NA-     -NA-    1.077
2001    none     none     none     none     36450     -NA-     -NA-     -NA-     -NA-     -NA-    1.178
2002    none     none     none     none     54420     -NA-     -NA-     -NA-     -NA-     -NA-    0.925
Average Magnitudes                                                                       0.000    0.132

TERMINAL RUN CALIBRATION FOR PSN
0206B.OP7     Stage 2 calibration 0206B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
1979    none     none     none     none     28435     -NA-     -NA-     -NA-     -NA-     -NA-    0.952
1980    none     none     none     none     23341     -NA-     -NA-     -NA-     -NA-     -NA-    0.932
1981    none     none     none     none     12131     -NA-     -NA-     -NA-     -NA-     -NA-    1.305
1982    none     none     none     none     13438     -NA-     -NA-     -NA-     -NA-     -NA-    1.364
1983    none     none     none     none     29377     -NA-     -NA-     -NA-     -NA-     -NA-    0.820
1984    none     none     none     none     23234     -NA-     -NA-     -NA-     -NA-     -NA-    1.040
1985    none     none     none     none     27595     -NA-     -NA-     -NA-     -NA-     -NA-    0.952
1986    none     none     none     none     23951     -NA-     -NA-     -NA-     -NA-     -NA-    1.194
1987    none     none     none     none     42059     -NA-     -NA-     -NA-     -NA-     -NA-    0.950
1988    none     none     none     none     47124     -NA-     -NA-     -NA-     -NA-     -NA-    0.980
1989    none     none     none     none     51605     -NA-     -NA-     -NA-     -NA-     -NA-    1.049
1990    none     none     none     none     61372     -NA-     -NA-     -NA-     -NA-     -NA-    0.836
1991    none     none     none     none     37257     -NA-     -NA-     -NA-     -NA-     -NA-    1.095
1992    none     none     none     none     26453     -NA-     -NA-     -NA-     -NA-     -NA-    1.067
1993    none     none     none     none     21252     -NA-     -NA-     -NA-     -NA-     -NA-    1.130
1994    none     none     none     none     31120     -NA-     -NA-     -NA-     -NA-     -NA-    0.947
1995    none     none     none     none     36749     -NA-     -NA-     -NA-     -NA-     -NA-    0.917
1996    none     none     none     none     36965     -NA-     -NA-     -NA-     -NA-     -NA-    0.904
1997    none     none     none     none     21288     -NA-     -NA-     -NA-     -NA-     -NA-    1.241
1998    none     none     none     none     29612     -NA-     -NA-     -NA-     -NA-     -NA-    0.947
1999    none     none     none     none     31104     -NA-     -NA-     -NA-     -NA-     -NA-    0.909
2000    none     none     none     none     20050     -NA-     -NA-     -NA-     -NA-     -NA-    1.142
2001    none     none     none     none     18900     -NA-     -NA-     -NA-     -NA-     -NA-    1.126
2002    none     none     none     none     19801     -NA-     -NA-     -NA-     -NA-     -NA-    1.010
Average Magnitudes                                                                       0.000    0.113

ESCAPEMENT CALIBRATION FOR NKS
0206B.OP7     Stage 2 calibration 0206B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
1979    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
1980    none     none     none     none      1821     -NA-     -NA-     -NA-     -NA-     -NA-    0.967
1981    none     none     none     none      1549     -NA-     -NA-     -NA-     -NA-     -NA-    0.863
1982    none     none     none     none       479     -NA-     -NA-     -NA-     -NA-     -NA-    1.546
1983    none     none     none     none       510     -NA-     -NA-     -NA-     -NA-     -NA-    1.146
1984    none     none     none     none       689     -NA-     -NA-     -NA-     -NA-     -NA-    1.009
1985    none     none     none     none       946     -NA-     -NA-     -NA-     -NA-     -NA-    0.863
1986    none     none     none     none       679     -NA-     -NA-     -NA-     -NA-     -NA-    1.071
1987    none     none     none     none       638     -NA-     -NA-     -NA-     -NA-     -NA-    1.010
1988    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
1989    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
1990    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
1991    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
1992    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
1993    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
1994    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
1995    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
1996    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
1997    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
1998    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
1999    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
2000    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
2001    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
2002    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
Average Magnitudes                                                                       0.000    0.136

TERMINAL RUN CALIBRATION FOR SKG
0206B.OP7     Stage 2 calibration 0206B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
1979    none     none     none     none     24124     -NA-     -NA-     -NA-     -NA-     -NA-    1.091
1980    none      4760    24924     1203    30887     -NA-    1.348    0.851    1.780    0.204    0.964
1981    none      4456    14280     2694    21430     -NA-    1.613    0.950    1.215    0.188    1.121
1982    none      4159    16862     3032    24053     -NA-    1.057    0.901    0.690    0.118    0.902
1983    none      2918     9197     3155    15270     -NA-    1.203    1.018    0.660    0.120    0.979
1984    none      6306     7746     1712    15764     -NA-    1.519    0.931    0.765    0.267    1.148
1985    none      4658    20062     1171    25891     -NA-    1.268    1.072    0.949    0.107    1.102
1986    none       969    13525     8047    22541     -NA-    2.771    0.981    0.413    0.297    0.855
1987    none      3892     6330     3122    13344     -NA-    1.283    0.946    0.681    0.183    0.983
1988    none      1746    10936     2302    14984     -NA-    2.128    1.022    0.402    0.239    1.055
1989    none      3856     6390     3145    13391     -NA-    1.424    1.317    0.574    0.373    1.173
1990    none      2019    12113     5249    19381     -NA-    1.226    1.008    0.239    0.235    0.823
1991    none       506     4409     3649     8564     -NA-    4.963    1.240    0.524    0.560    1.155
1992    none       424     6358     2332     9114     -NA-    4.240    0.860    0.351    0.414    0.887
1993    none       385     4617     1924     6926     -NA-    4.687    0.839    0.420    0.473    0.937
1994    none      1183     3732     1274     6189     -NA-    2.358    1.066    0.504    0.401    1.197
1995    none       314     6905     2354     9573     -NA-    6.040    0.935    0.293    0.386    0.944
1996    none      3295     6094     2379    11768     -NA-    0.845    0.760    0.515    0.266    0.734
1997    none      1202     3767      962     5931     -NA-    2.719    1.770    0.874    0.858    1.817
1998    none       656    10152     3733    14541     -NA-    1.443    0.807    0.360    0.319    0.721
1999    none      1118     2069     1737     4924     -NA-    4.058    1.139    0.938    0.775    1.731
2000    none      2570    13245     1028    16843     -NA-    1.285    0.866    0.437    0.183    0.904
2001    none       877     9234     3894    14005     -NA-    4.291    0.909    0.577    0.384    1.029
2002    none       730    11448     1277    13455     -NA-    3.675    0.749    1.083    0.367    0.939
Average Magnitudes                                                                       0.322    0.169

ESCAPEMENT CALIBRATION FOR STL
0206B.OP7     Stage 2 calibration 0206B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
1979    none     none     none     none      1042     -NA-     -NA-     -NA-     -NA-     -NA-    0.942
1980    none     none     none     none       821     -NA-     -NA-     -NA-     -NA-     -NA-    1.012
1981    none     none     none     none       630     -NA-     -NA-     -NA-     -NA-     -NA-    1.140
1982    none     none     none     none       773     -NA-     -NA-     -NA-     -NA-     -NA-    0.804
1983    none     none     none     none       387     -NA-     -NA-     -NA-     -NA-     -NA-    1.366
1984    none     none     none     none       374     -NA-     -NA-     -NA-     -NA-     -NA-    1.698
1985    none     none     none     none      1409     -NA-     -NA-     -NA-     -NA-     -NA-    0.785
1986    none     none     none     none      1277     -NA-     -NA-     -NA-     -NA-     -NA-    0.988
1987    none     none     none     none      1321     -NA-     -NA-     -NA-     -NA-     -NA-    0.903
1988    none     none     none     none       717     -NA-     -NA-     -NA-     -NA-     -NA-    1.259
1989    none     none     none     none       811     -NA-     -NA-     -NA-     -NA-     -NA-    1.010
1990    none     none     none     none       842     -NA-     -NA-     -NA-     -NA-     -NA-    1.246
1991    none     none     none     none      1632     -NA-     -NA-     -NA-     -NA-     -NA-    0.736
1992    none     none     none     none       780     -NA-     -NA-     -NA-     -NA-     -NA-    1.314
1993    none     none     none     none       928     -NA-     -NA-     -NA-     -NA-     -NA-    0.976
1994    none     none     none     none       954     -NA-     -NA-     -NA-     -NA-     -NA-    0.961
1995    none     none     none     none       822     -NA-     -NA-     -NA-     -NA-     -NA-    1.260
1996    none     none     none     none      1384     -NA-     -NA-     -NA-     -NA-     -NA-    0.833
1997    none     none     none     none      1156     -NA-     -NA-     -NA-     -NA-     -NA-    1.069
1998    none     none     none     none      1544     -NA-     -NA-     -NA-     -NA-     -NA-    0.894
1999    none     none     none     none      1098     -NA-     -NA-     -NA-     -NA-     -NA-    1.157
2000    none     none     none     none      1457     -NA-     -NA-     -NA-     -NA-     -NA-    0.921
2001    none     none     none     none      1360     -NA-     -NA-     -NA-     -NA-     -NA-    1.087
2002    none     none     none     none      1449     -NA-     -NA-     -NA-     -NA-     -NA-    0.947
Average Magnitudes                                                                       0.000    0.164

TERMINAL RUN CALIBRATION FOR SNO
0206B.OP7     Stage 2 calibration 0206B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
1979    none     none     none     none     13583     -NA-     -NA-     -NA-     -NA-     -NA-    1.077
1980    none     none     none     none     17616     -NA-     -NA-     -NA-     -NA-     -NA-    0.815
1981    none     none     none     none      9776     -NA-     -NA-     -NA-     -NA-     -NA-    1.192
1982    none     none     none     none      9112     -NA-     -NA-     -NA-     -NA-     -NA-    1.109
1983    none     none     none     none     11052     -NA-     -NA-     -NA-     -NA-     -NA-    0.901
1984    none     none     none     none      8819     -NA-     -NA-     -NA-     -NA-     -NA-    1.053
1985    none     none     none     none      9352     -NA-     -NA-     -NA-     -NA-     -NA-    0.963
1986    none     none     none     none      8664     -NA-     -NA-     -NA-     -NA-     -NA-    0.968
1987    none     none     none     none      6967     -NA-     -NA-     -NA-     -NA-     -NA-    1.097
1988    none     none     none     none      7744     -NA-     -NA-     -NA-     -NA-     -NA-    0.935
1989    none     none     none     none      6263     -NA-     -NA-     -NA-     -NA-     -NA-    1.143
1990    none     none     none     none      8437     -NA-     -NA-     -NA-     -NA-     -NA-    0.823
1991    none     none     none     none      5046     -NA-     -NA-     -NA-     -NA-     -NA-    1.146
1992    none     none     none     none      4355     -NA-     -NA-     -NA-     -NA-     -NA-    1.139
1993    none     none     none     none      5498     -NA-     -NA-     -NA-     -NA-     -NA-    0.900
1994    none     none     none     none      5017     -NA-     -NA-     -NA-     -NA-     -NA-    0.927
1995    none     none     none     none      3358     -NA-     -NA-     -NA-     -NA-     -NA-    1.238
1996    none     none     none     none      4869     -NA-     -NA-     -NA-     -NA-     -NA-    0.915
1997    none     none     none     none      4408     -NA-     -NA-     -NA-     -NA-     -NA-    1.102
1998    none     none     none     none      6364     -NA-     -NA-     -NA-     -NA-     -NA-    0.859
1999    none     none     none     none      4832     -NA-     -NA-     -NA-     -NA-     -NA-    1.138
2000    none     none     none     none      6000     -NA-     -NA-     -NA-     -NA-     -NA-    0.948
2001    none     none     none     none      5760     -NA-     -NA-     -NA-     -NA-     -NA-    1.080
2002    none     none     none     none      6700     -NA-     -NA-     -NA-     -NA-     -NA-    0.974
Average Magnitudes                                                                       0.000    0.108

TERMINAL RUN CALIBRATION FOR WCH
0206B.OP7     Stage 2 calibration 0206B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
1979    none     none     none     none     24200     -NA-     -NA-     -NA-     -NA-     -NA-    1.096
1980    none     none     none     none     31280     -NA-     -NA-     -NA-     -NA-     -NA-    0.842
1981    none     none     none     none     23049     -NA-     -NA-     -NA-     -NA-     -NA-    1.015
1982    none     none     none     none     19078     -NA-     -NA-     -NA-     -NA-     -NA-    1.055
1983    none     none     none     none     15164     -NA-     -NA-     -NA-     -NA-     -NA-    1.214
1984    none     none     none     none     21608     -NA-     -NA-     -NA-     -NA-     -NA-    0.910
1985    none     none     none     none     22278     -NA-     -NA-     -NA-     -NA-     -NA-    1.024
1986    none     none     none     none     23768     -NA-     -NA-     -NA-     -NA-     -NA-    1.312
1987    none     none     none     none     44661     -NA-     -NA-     -NA-     -NA-     -NA-    1.044
1988    none     none     none     none     78721     -NA-     -NA-     -NA-     -NA-     -NA-    0.816
1989    none     none     none     none     77163     -NA-     -NA-     -NA-     -NA-     -NA-    0.864
1990    none     none     none     none     47813     -NA-     -NA-     -NA-     -NA-     -NA-    1.258
1991    none     none     none     none     51599     -NA-     -NA-     -NA-     -NA-     -NA-    1.097
1992    none     none     none     none     68650     -NA-     -NA-     -NA-     -NA-     -NA-    0.883
1993    none     none     none     none     60805     -NA-     -NA-     -NA-     -NA-     -NA-    0.956
1994    none     none     none     none     47047     -NA-     -NA-     -NA-     -NA-     -NA-    1.090
1995    none     none     none     none     51450     -NA-     -NA-     -NA-     -NA-     -NA-    0.962
1996    none     none     none     none     57841     -NA-     -NA-     -NA-     -NA-     -NA-    0.840
1997    none     none     none     none     23656     -NA-     -NA-     -NA-     -NA-     -NA-    1.442
1998    none     none     none     none     24262     -NA-     -NA-     -NA-     -NA-     -NA-    0.961
1999    none     none     none     none     13244     -NA-     -NA-     -NA-     -NA-     -NA-    1.462
2000    none     none     none     none     22736     -NA-     -NA-     -NA-     -NA-     -NA-    0.903
2001    none     none     none     none     22859     -NA-     -NA-     -NA-     -NA-     -NA-    1.081
2002    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
Average Magnitudes                                                                       0.000    0.141

TERMINAL RUN CALIBRATION FOR URB
0206B.OP7     Stage 2 calibration 0206B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
1979    none      9400    64500    15300    89200     -NA-    0.748    1.009    1.000    0.033    0.980
1980    none     11900    29200    35700    76800     -NA-    1.935    0.787    0.984    0.233    1.056
1981    none      7700    45600    13400    66700     -NA-    2.168    0.910    1.640    0.325    1.202
1982    none     35200    29100    14700    79000     -NA-    1.661    0.923    0.522    0.412    1.177
1983    none     28400    47800     9800    86000     -NA-    1.221    0.643    0.312    0.350    0.796
1984    none     35900    76800    18600   131300     -NA-    1.361    0.899    0.668    0.204    0.993
1985    none     64900    80400    51200   196500     -NA-    1.340    0.982    1.028    0.127    1.112
1986    none     91100   149200    41200   281500     -NA-    1.262    1.077    0.721    0.166    1.084
1987    none    102300   217500   100800   420600     -NA-    1.258    0.886    0.668    0.201    0.924
1988    none     34100   192500   113300   339900     -NA-    1.072    1.191    1.008    0.118    1.118
1989    none     30700    66100   164600   261400     -NA-    1.520    1.021    0.617    0.308    0.825
1990    none      8800    70100    74700   153600     -NA-    1.558    1.092    0.949    0.099    1.049
1991    none      9700    26200    67500   103400     -NA-    1.776    1.478    0.668    0.411    0.977
1992    none     17600    37700    25700    81000     -NA-    2.045    0.893    0.321    0.492    0.962
1993    none     13400    62300    27300   103000     -NA-    1.659    0.757    0.872    0.267    0.905
1994    none     13000    63100    56700   132800     -NA-    0.276    1.083    0.943    0.135    0.944
1995    none     23000    19400    64100   106500     -NA-    1.822    1.035    0.781    0.316    1.052
1996    none     53400    71000    17500   141900     -NA-    1.651    0.915    1.499    0.349    1.264
1997    none     22200   108100    31400   161700     -NA-    0.874    1.073    0.591    0.146    0.952
1998    none     43600    22300    76400   142300     -NA-    1.247    1.238    0.441    0.413    0.813
1999    none     25200   119500    21400   166100     -NA-    1.253    1.039    0.882    0.081    1.051
2000    none     17900    63100    74700   155700     -NA-    2.753    1.018    0.794    0.308    1.110
2001    none     75700   111400    45400   232500     -NA-    1.126    0.920    0.834    0.112    0.970
2002    none     41300   163400    76300   281000     -NA-    1.004    0.945    0.706    0.112    0.889
Average Magnitudes                                                                       0.238    0.098

TERMINAL RUN CALIBRATION FOR SPR
0206B.OP7     Stage 2 calibration 0206B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
1979    none     66500    28000      700    95200     -NA-    1.059    0.981    1.000    0.047    1.036
1980    none     57300    40300      200    97800     -NA-    1.178    0.898    3.609    0.152    1.067
1981    none     59700    25300     1300    86300     -NA-    1.072    0.587    1.152    0.174    0.931
1982    none     94400    26200      200   120800     -NA-    1.068    0.820    2.383    0.094    1.016
1983    none     14400    14100      300    28800     -NA-    1.194    0.560    2.273    0.325    0.895
1984    none     39200     8100      200    47500     -NA-    1.012    0.719    0.000    0.062    0.958
1985    none     24300     8100      800    33200     -NA-    1.093    0.957    0.359    0.094    1.042
1986    none      9800     6600      200    16600     -NA-    1.314    0.666    0.306    0.326    1.044
1987    none      5500     3500      100     9100     -NA-    1.561    0.149    0.322    0.674    1.005
1988    none      7200     4700      100    12000     -NA-    1.614    0.471    0.000    0.584    1.153
1989    none     15100    11100      600    26800     -NA-    1.277    0.532    0.000    0.372    0.940
1990    none     10300     8200      500    19000     -NA-    1.298    0.612    2.550    0.369    1.035
1991    none     42500     8800     1100    52400     -NA-    1.080    0.706    0.086    0.133    0.996
1992    none     19200     9800      500    29500     -NA-    1.145    0.711    0.047    0.206    0.982
1993    none      8300     7900      600    16800     -NA-    1.195    0.781    0.065    0.233    0.960
1994    none     13400     4000     1100    18500     -NA-    1.144    0.772    0.038    0.211    0.998
1995    none     26700     6300      800    33800     -NA-    1.080    0.705    0.111    0.139    0.987
1996    none     28300     4700      100    33100     -NA-    1.292    0.632    0.270    0.304    1.195
1997    none     12300    14600      400    27300     -NA-    1.138    0.461    0.000    0.365    0.760
1998    none     10800     8900      500    20200     -NA-    1.787    0.899    0.214    0.485    1.357
1999    none     35200    14100      800    50100     -NA-    0.904    0.517    0.000    0.219    0.781
2000    none     10700     8200     1700    20600     -NA-    1.778    1.393    0.000    0.643    1.478
2001    none    109700    15100      200   125000     -NA-    0.929    0.463    1.724    0.128    0.874
2002    none    122600    21400      400   144400     -NA-    1.011    1.353    0.447    0.063    1.060
Average Magnitudes                                                                       0.267    0.101

TERMINAL RUN CALIBRATION FOR LRW
0206B.OP7     Stage 2 calibration 0206B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
1979    none     11800    16500     4400    32700     -NA-    0.641    1.071    1.000    0.165    0.906
1980    none      7400    23700     7700    38800     -NA-    0.589    0.963    0.849    0.131    0.869
1981    none      3500    18200     3300    25000     -NA-    0.791    1.035    2.550    0.260    1.201
1982    none      4500     5300     3300    13100     -NA-    0.938    1.165    1.726    0.271    1.229
1983    none      2200    11100     3500    16800     -NA-    1.158    0.976    0.958    0.045    0.996
1984    none      2300     6900     4100    13300     -NA-    0.889    0.707    1.134    0.212    0.870
1985    none      4400     5100     3700    13200     -NA-    1.093    0.812    1.452    0.230    1.085
1986    none      8400    12600     3400    24400     -NA-    0.706    0.773    1.358    0.268    0.832
1987    none     13400    18400     6100    37900     -NA-    1.094    0.899    1.401    0.147    1.049
1988    none      3700    25700    12400    41800     -NA-    1.167    0.548    1.348    0.396    0.840
1989    none      4500    12400    21800    38700     -NA-    1.173    0.750    1.474    0.367    1.207
1990    none      1200     8400    10700    20300     -NA-    2.005    0.734    1.231    0.292    1.071
1991    none      5600     7000     7200    19800     -NA-    0.552    0.697    1.203    0.308    0.840
1992    none      1200     7700     3600    12500     -NA-    0.950    0.758    1.255    0.227    0.920
1993    none      4600     3700     5100    13400     -NA-    0.515    0.472    1.857    0.638    1.014
1994    none      1800     9000     1300    12100     -NA-    0.645    0.801    2.549    0.367    0.966
1995    none      1800     4800     9400    16000     -NA-    1.262    0.928    1.428    0.302    1.259
1996    none      1300     7900     5400    14600     -NA-    1.629    0.629    1.182    0.324    0.922
1997    none      1000     6300     5000    12300     -NA-    0.896    0.834    1.492    0.293    1.107
1998    none       400     1700     5100     7200     -NA-    1.392    0.631    1.044    0.140    0.966
1999    none       900     1600      900     3400     -NA-    1.941    0.809    1.814    0.554    1.375
2000    none      2300     6600     1300    10200     -NA-    1.245    0.627    1.114    0.311    0.828
2001    none      3200     9400     3100    15700     -NA-    1.417    0.726    1.521    0.352    1.024
2002    none      1600    11100     5500    18200     -NA-    1.002    0.881    1.368    0.184    1.039
Average Magnitudes                                                                       0.283    0.121

TERMINAL RUN CALIBRATION FOR WSH
0206B.OP7     Stage 2 calibration 0206B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
1979    none     18263    29996      367    48626     -NA-    0.905    0.976    1.000    0.050    0.950
1980    none     21453    20491     1123    43067     -NA-    1.514    1.094    1.636    0.317    1.317
1981    none     26089    30507      631    57227     -NA-    1.294    0.656    0.715    0.321    0.947
1982    none     44496    31870      713    77079     -NA-    1.107    0.759    0.275    0.168    0.956
1983    none     35145    25560      515    61220     -NA-    0.924    0.832    1.013    0.114    0.886
1984    none     44823    39682     1131    85636     -NA-    0.985    1.056    0.570    0.040    1.012
1985    none     36367    30953     1022    68342     -NA-    1.045    1.026    1.441    0.042    1.042
1986    none     46943    23930      713    71586     -NA-    0.941    0.900    0.839    0.074    0.926
1987    none     59373    34967      513    94853     -NA-    0.964    1.034    2.461    0.043    0.998
1988    none     65609    52385     1025   119019     -NA-    1.014    1.057    2.556    0.046    1.046
1989    none     42818    68508     1223   112549     -NA-    1.153    0.952    0.320    0.095    1.021
1990    none     65156    64436     1747   131339     -NA-    0.744    0.887    2.368    0.201    0.836
1991    none     38765    67787     2902   109454     -NA-    1.299    1.235    1.264    0.259    1.259
1992    none     22079    58114     2631    82824     -NA-    1.245    0.785    1.277    0.225    0.923
1993    none     25210    41798     1310    68318     -NA-    1.047    0.873    1.677    0.108    0.952
1994    none     25923    26018      663    52604     -NA-    1.000    0.957    0.871    0.023    0.977
1995    none     16964    25552      848    43364     -NA-    1.380    1.000    0.935    0.150    1.147
1996    none     15873    21127      335    37335     -NA-    0.925    0.701    0.967    0.201    0.799
1997    none     21455    17783      344    39582     -NA-    1.089    1.067    0.598    0.082    1.075
1998    none     20401    26367      514    47282     -NA-    1.310    0.932    1.006    0.172    1.096
1999    none     27794    27371      636    55801     -NA-    0.971    0.781    0.829    0.124    0.876
2000    none     30900    24600      400    55900     -NA-    1.171    1.020    0.174    0.109    1.097
2001    none     44464    39107      429    84000     -NA-    1.100    0.860    1.779    0.122    0.992
2002    none     27440    49132      862    77434     -NA-    1.001    0.909    1.188    0.060    0.945
Average Magnitudes                                                                       0.131    0.090

TERMINAL RUN CALIBRATION FOR CWS
0206B.OP7     Stage 2 calibration 0206B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
1979    none     none     none     none     19810     -NA-     -NA-     -NA-     -NA-     -NA-    1.161
1980    none     18837     9506      148    28491     -NA-    1.109    0.695    0.328    0.178    0.967
1981    none     24031     9871      248    34150     -NA-    1.139    0.802    0.233    0.161    1.035
1982    none     17722    13746      178    31646     -NA-    0.986    0.755    0.390    0.118    0.882
1983    none     23357     6438       81    29876     -NA-    0.900    1.034    1.124    0.086    0.929
1984    none     23846     5645       24    29515     -NA-    0.814    1.405    2.432    0.228    0.929
1985    none     11313     3041       11    14365     -NA-    0.933    2.455    6.318    0.365    1.259
1986    none     13279     3316       66    16661     -NA-    1.164    1.229    0.991    0.176    1.176
1987    none     28791     8122       38    36951     -NA-    1.011    0.736    0.940    0.067    0.950
1988    none     13749    11060       83    24892     -NA-    1.387    0.993    0.631    0.218    1.209
1989    none      9961    12032      336    22329     -NA-    1.361    0.603    0.286    0.386    0.936
1990    none     10162     8073      606    18841     -NA-    1.243    0.631    0.105    0.318    0.944
1991    none     12060     7171      661    19892     -NA-    0.982    0.671    0.068    0.161    0.839
1992    none     13979     4209      151    18339     -NA-    1.151    1.066    0.279    0.137    1.125
1993    none     10757     8054       97    18908     -NA-    1.002    0.756    0.405    0.108    0.894
1994    none      3204     4010      207     7421     -NA-    1.785    1.041    0.258    0.382    1.340
1995    none      1879     4558      221     6658     -NA-    1.024    0.493    0.166    0.382    0.632
1996    none      3118      809      223     4150     -NA-    1.277    0.957    0.088    0.266    1.151
1997    none      2227     2397       17     4641     -NA-    1.237    0.655    0.399    0.294    0.934
1998    none      1413     1599       52     3064     -NA-    1.958    0.684    0.265    0.619    1.265
1999    none      2367     2401       33     4801     -NA-    1.282    0.456    0.291    0.416    0.862
2000    none      3729     1811       58     5598     -NA-    1.348    0.668    0.166    0.348    1.116
2001    none      2204     3228       76     5508     -NA-    1.539    0.623    0.139    0.449    0.983
2002    none      4200     2500      100     6800     -NA-    1.002    0.524    0.176    0.188    0.814
Average Magnitudes                                                                       0.252    0.139

ESCAPEMENT CALIBRATION FOR SUM
0206B.OP7     Stage 2 calibration 0206B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
