"","Fishery","Year","Observed_New","Model_New","Observed_Old","Model_Old"
"1","Total Catch",1979,NA,2307922.1,2993482,2622989.39
"2","Total Catch",1980,NA,2233256,2874404,2476998.1
"3","Total Catch",1981,NA,2198073.56,2434026,2357376.27
"4","Total Catch",1982,NA,2501886.9,2596592,2386928.91
"5","Total Catch",1983,NA,2543559.38,2128823,2211425.49
"6","Total Catch",1984,NA,2975959.03,2359119,2635202.24
"7","Total Catch",1985,NA,2070642.05,2051074,1983905.43
"8","Total Catch",1986,NA,2256037.96,2154780,2099514.34
"9","Total Catch",1987,NA,2490526.29,2310820,2149246.7
"10","Total Catch",1988,NA,2448502.84,2274589,2069878.94
"11","Total Catch",1989,NA,2238564.89,2067422,1887390.23
"12","Total Catch",1990,NA,2116719.3,1932198,1779265.68
"13","Total Catch",1991,NA,1944235.33,1674291,1654483.54
"14","Total Catch",1992,NA,1703401.77,1553147,1528728.27
"15","Total Catch",1993,NA,1686757.71,1514155,1462679.5
"16","Total Catch",1994,NA,1224512.75,1061448,1067908.38
"17","Total Catch",1995,NA,921738.31,774365,785440.98
"18","Total Catch",1996,NA,795026.44,682110,712324.83
"19","Total Catch",1997,NA,1134052.8,952602,959888.52
"20","Total Catch",1998,NA,942295.29,695297,736360.61
"21","Total Catch",1999,NA,939456.78,755593,775018.41
"22","Total Catch",2000,NA,777727.45,726860,665532.58
"23","Total Catch",2001,NA,1103502.45,1149760,976675.49
"24","Total Catch",2002,NA,1696630.61,1553765,1388255.9
"25","Total Catch",2003,NA,1799481.79,1558171,1478237.71
"26","Total Catch",2004,NA,1937040,1705888,1655641.72
"27","Total Catch",2005,NA,1817155.03,1527340,1573526.55
"28","Total Catch",2006,NA,1514481.73,1329005,1416468.22
"29","Total Catch",2007,NA,1237180.48,1123017,1138820.82
"30","Total Catch",2008,NA,993420.47,1004525,957679.61
"31","Total Catch",2009,NA,1096056.16,1011586,1051287.2
"32","Total Catch",2010,NA,1288845.26,1324901,1306168.53
"33","Total Catch",2011,NA,1511715.34,1479157,1527913.43
"34","Total Catch",2012,NA,1294001.47,1324139,1207723.69
"35","Total Catch",2013,NA,1507814.64,1382439,1504102.96
"36","Total Catch",2014,NA,2071976.65,1933872,2157284.12
"37","Total Catch",2015,NA,1884731.21,1787772,1787418.64
"38","Total Catch",2016,NA,1473131.9,1535065,1441220.17
"39","Total Pre-Terminal Catch",1979,2942419,2010374.34,2777226,2386338
"40","Total Pre-Terminal Catch",1980,2729763,1931728.01,2710220,2229554.87
"41","Total Pre-Terminal Catch",1981,2380669,1909325.82,2322804,2133571.64
"42","Total Pre-Terminal Catch",1982,2572277,2147224.43,2403843,2128728.17
"43","Total Pre-Terminal Catch",1983,2153334,2331716.14,2038704,2056368.09
"44","Total Pre-Terminal Catch",1984,2292535,2658061.73,2180050,2350602.81
"45","Total Pre-Terminal Catch",1985,2109570,1748455.62,1850212,1702843.5
"46","Total Pre-Terminal Catch",1986,2208392,1780716.54,1810171,1676708.63
"47","Total Pre-Terminal Catch",1987,2281201,1764489.7,1709885,1570021.73
"48","Total Pre-Terminal Catch",1988,2183723,1699319.95,1670160,1551126.08
"49","Total Pre-Terminal Catch",1989,2117483,1706988.2,1686736,1603915.6
"50","Total Pre-Terminal Catch",1990,2031795,1724343.7,1693812,1553815.35
"51","Total Pre-Terminal Catch",1991,1665637,1607346.63,1480165,1415094.41
"52","Total Pre-Terminal Catch",1992,1621167,1457545.09,1433051,1370294.22
"53","Total Pre-Terminal Catch",1993,1545678,1443465.32,1377715,1321490.25
"54","Total Pre-Terminal Catch",1994,1071856,1030289.82,992408,952537.56
"55","Total Pre-Terminal Catch",1995,942793,702833.04,694184,656655.91
"56","Total Pre-Terminal Catch",1996,739239,524167.72,561708,564885.01
"57","Total Pre-Terminal Catch",1997,1022783,905508.99,818877,839345.27
"58","Total Pre-Terminal Catch",1998,792231,730586.85,606136,620634.61
"59","Total Pre-Terminal Catch",1999,750186,687532.19,619245,628732.11
"60","Total Pre-Terminal Catch",2000,731023,563956.69,585063,563619.59
"61","Total Pre-Terminal Catch",2001,1060131,744230.52,771395,747577.04
"62","Total Pre-Terminal Catch",2002,1505239,1235295.98,1145478,1130926.21
"63","Total Pre-Terminal Catch",2003,1576783,1329178.6,1183407,1202501.17
"64","Total Pre-Terminal Catch",2004,1657976,1472186.52,1320878,1363334.37
"65","Total Pre-Terminal Catch",2005,1550490,1373296.38,1256765,1318176.06
"66","Total Pre-Terminal Catch",2006,1181171,1132038.64,1102207,1143721.22
"67","Total Pre-Terminal Catch",2007,1055205,999637.85,981540,1010347.75
"68","Total Pre-Terminal Catch",2008,746993,692160.9,721307,753375.2
"69","Total Pre-Terminal Catch",2009,782799,786714.27,749306,776026.05
"70","Total Pre-Terminal Catch",2010,914017,865578.3,859555,948517.5
"71","Total Pre-Terminal Catch",2011,1141851,1059891.56,1059192,1069390.02
"72","Total Pre-Terminal Catch",2012,1032940,907758.92,940070,939839.44
"73","Total Pre-Terminal Catch",2013,993423,841928.05,849288,985853.6
"74","Total Pre-Terminal Catch",2014,1516632,1373220.12,1302830,1545097.2
"75","Total Pre-Terminal Catch",2015,1239994,1139906.1,1110671,1166988.77
"76","Total Pre-Terminal Catch",2016,1048814,983033.07,1006000,1028133.6
"77","Alaska Troll",1979,337672,234306.78,337672,220878.63
"78","Alaska Troll",1980,303643,272027.52,303643,241617.48
"79","Alaska Troll",1981,248782,251507.95,248782,220042.68
"80","Alaska Troll",1982,241938,325918.19,241938,220708.3
"81","Alaska Troll",1983,269821,388265.9,269821,259084.34
"82","Alaska Troll",1984,235622,285597.15,235622,220428.34
"83","Alaska Troll",1985,211933,227483.04,211933,178965.7
"84","Alaska Troll",1986,231649,248645.67,231649,195614.79
"85","Alaska Troll",1987,231051,248003.72,231051,195109.8
"86","Alaska Troll",1988,217088,233016.25,217088,183318.87
"87","Alaska Troll",1989,224182,240630.7,224182,189309.3
"88","Alaska Troll",1990,263528,282863.64,263528,222534.85
"89","Alaska Troll",1991,231803,248810.92,231803,195744.79
"90","Alaska Troll",1992,162617,174548.62,162617,137321.07
"91","Alaska Troll",1993,212350,227930.63,212350,179317.81
"92","Alaska Troll",1994,177146,190143.59,177146,149589.97
"93","Alaska Troll",1995,115072,123515.12,115072,97171.95
"94","Alaska Troll",1996,107581,115474.45,107581,90846.22
"95","Alaska Troll",1997,221944,238228.5,221944,187419.45
"96","Alaska Troll",1998,183489,196952.01,183489,154946.34
"97","Alaska Troll",1999,132741,142480.46,132741,112092.45
"98","Alaska Troll",2000,133963,143792.11,133963,113124.37
"99","Alaska Troll",2001,128692,138134.43,128692,108673.31
"100","Alaska Troll",2002,298132,320006.61,298132,251756.01
"101","Alaska Troll",2003,307380,329933.13,307380,259565.45
"102","Alaska Troll",2004,321876,345492.77,321876,271806.47
"103","Alaska Troll",2005,304891,327261.53,304891,257463.61
"104","Alaska Troll",2006,263980,283348.83,263980,222916.55
"105","Alaska Troll",2007,240472,258115.96,240472,203065.36
"106","Alaska Troll",2008,126397,135671.05,126397,106735.27
"107","Alaska Troll",2009,159166,170844.34,159166,134406.93
"108","Alaska Troll",2010,178023,191084.97,178023,150330.59
"109","Alaska Troll",2011,220371,236540.14,220371,186091.16
"110","Alaska Troll",2012,191519,205571.17,191519,161727.25
"111","Alaska Troll",2013,134600,144475.86,134600,113662.3
"112","Alaska Troll",2014,340007,364954.13,340007,287117.16
"113","Alaska Troll",2015,251088,269510.95,251088,212029.92
"114","Alaska Troll",2016,266008,285525.63,266008,224629.08
"115","North B.C. Troll",1979,147576,170407.27,147576,130815.52
"116","North B.C. Troll",1980,157198,173423.49,157198,126432.2
"117","North B.C. Troll",1981,153065,173526.57,153065,120753.02
"118","North B.C. Troll",1982,173472,208356.35,173472,126647.73
"119","North B.C. Troll",1983,162837,225218.06,162837,163350.86
"120","North B.C. Troll",1984,185134,269070.68,185134,267965.19
"121","North B.C. Troll",1985,165845,206611.86,165845,158509.01
"122","North B.C. Troll",1986,175715,218908.08,175715,167942.45
"123","North B.C. Troll",1987,177457,221078.26,177457,169607.42
"124","North B.C. Troll",1988,152369,189823.27,152369,145629.12
"125","North B.C. Troll",1989,207679,258729.27,207679,198492.55
"126","North B.C. Troll",1990,154109,191991.01,154109,147292.15
"127","North B.C. Troll",1991,194018,241710.21,194018,185435.78
"128","North B.C. Troll",1992,142340,177329.02,142340,136043.7
"129","North B.C. Troll",1993,161686,201430.52,161686,154534.01
"130","North B.C. Troll",1994,164581,205037.19,164581,157300.94
"131","North B.C. Troll",1995,56857,70833.19,56857,54341.98
"132","North B.C. Troll",1996,8,0,8,7.63
"133","North B.C. Troll",1997,83261,103727.6,83261,79578.08
"134","North B.C. Troll",1998,109072,135883.28,109072,104247.35
"135","North B.C. Troll",1999,54097,67394.77,54097,51704.07
"136","North B.C. Troll",2000,9948,12393.41,9948,9507.95
"137","North B.C. Troll",2001,12934,16113.31,12934,12361.82
"138","North B.C. Troll",2002,102731,127983.66,102731,98186.85
"139","North B.C. Troll",2003,140497,175033.01,140497,134282.23
"140","North B.C. Troll",2004,167508,208683.67,167508,160098.44
"141","North B.C. Troll",2005,174806,217775.56,174806,167073.64
"142","North B.C. Troll",2006,151485,188721.98,151485,144784.23
"143","North B.C. Troll",2007,83235,103695.25,83235,79553.2
"144","North B.C. Troll",2008,52147,64965.43,52147,49840.34
"145","North B.C. Troll",2009,75470,94021.54,75470,72131.64
"146","North B.C. Troll",2010,90213,112388.52,90213,86222.54
"147","North B.C. Troll",2011,74660,93012.4,74660,71357.48
"148","North B.C. Troll",2012,80257,99985.22,80257,76706.9
"149","North B.C. Troll",2013,69264,86290.02,69264,66200.18
"150","North B.C. Troll",2014,172001,214281.16,172001,164392.71
"151","North B.C. Troll",2015,106703,132931.99,106703,101983.07
"152","North B.C. Troll",2016,147381,183609.23,147381,140861.75
"153","Central B.C. Troll",1979,109261,78468.27,109261,97634.58
"154","Central B.C. Troll",1980,98059,71711.96,98059,92464.57
"155","Central B.C. Troll",1981,78659,80333.81,78659,92687.75
"156","Central B.C. Troll",1982,75767,95602.03,75767,99159.68
"157","Central B.C. Troll",1983,105166,156474.78,105166,106295.88
"158","Central B.C. Troll",1984,83862,100807.63,83862,61129.97
"159","Central B.C. Troll",1985,28814,30520.75,28814,28740.7
"160","Central B.C. Troll",1986,52559,55672.3,52559,52425.27
"161","Central B.C. Troll",1987,64015,67806.84,64015,63852.08
"162","Central B.C. Troll",1988,31103,32945.3,31103,31023.87
"163","Central B.C. Troll",1989,19092,20222.88,19092,19043.4
"164","Central B.C. Troll",1990,27313,28930.88,27313,27243.52
"165","Central B.C. Troll",1991,27853,29502.85,27853,27782.1
"166","Central B.C. Troll",1992,42311,44817.26,42311,42203.36
"167","Central B.C. Troll",1993,24780,26247.78,24780,24716.95
"168","Central B.C. Troll",1994,20155,21348.83,20155,20103.66
"169","Central B.C. Troll",1995,4681,4958.23,4681,4669.06
"170","Central B.C. Troll",1996,0,0,0,0
"171","Central B.C. Troll",1997,10520,11143.1,10520,10493.26
"172","Central B.C. Troll",1998,4317,4572.7,4317,4305.95
"173","Central B.C. Troll",1999,2346,2484.99,2346,2339.99
"174","Central B.C. Troll",2000,85,90.03,85,84.76
"175","Central B.C. Troll",2001,453,479.81,453,451.87
"176","Central B.C. Troll",2002,611,647.18,611,609.47
"177","Central B.C. Troll",2003,719,761.61,719,717.13
"178","Central B.C. Troll",2004,316,334.69,316,315.23
"179","Central B.C. Troll",2005,24,25.38,24,23.93
"180","Central B.C. Troll",2006,0,0,0,0
"181","Central B.C. Troll",2007,0,0,0,0
"182","Central B.C. Troll",2008,9,9.52,9,8.95
"183","Central B.C. Troll",2009,0,0,0,0
"184","Central B.C. Troll",2010,0,0,0,0
"185","Central B.C. Troll",2011,0,0,0,0
"186","Central B.C. Troll",2012,0,0,0,0
"187","Central B.C. Troll",2013,0,0,0,0
"188","Central B.C. Troll",2014,0,0,0,0
"189","Central B.C. Troll",2015,0,0,0,0
"190","Central B.C. Troll",2016,0,0,0,0
"191","West Coast Vancouver Island Troll",1979,477222,389585.91,477222,339816.12
"192","West Coast Vancouver Island Troll",1980,486303,341622.45,486303,300432.51
"193","West Coast Vancouver Island Troll",1981,423266,323959.62,423266,288052.01
"194","West Coast Vancouver Island Troll",1982,538510,348937.78,538510,309696.57
"195","West Coast Vancouver Island Troll",1983,395636,459381.22,395636,469666.65
"196","West Coast Vancouver Island Troll",1984,471294,721464.52,471294,618140.91
"197","West Coast Vancouver Island Troll",1985,345937,320256.6,345937,288150.19
"198","West Coast Vancouver Island Troll",1986,350227,324228.08,350227,291723.58
"199","West Coast Vancouver Island Troll",1987,378931,350801.25,378931,315632.76
"200","West Coast Vancouver Island Troll",1988,408668,378330.79,408668,340402.42
"201","West Coast Vancouver Island Troll",1989,203751,188625.63,203751,169715.56
"202","West Coast Vancouver Island Troll",1990,297858,275746.73,297858,248102.51
"203","West Coast Vancouver Island Troll",1991,203035,187962.8,203035,169119.15
"204","West Coast Vancouver Island Troll",1992,340146,314895.43,340146,283326.64
"205","West Coast Vancouver Island Troll",1993,277033,256467.67,277033,230756.24
"206","West Coast Vancouver Island Troll",1994,150039,138900.95,150039,124975.84
"207","West Coast Vancouver Island Troll",1995,81454,75407.29,81454,67847.55
"208","West Coast Vancouver Island Troll",1996,4,0,4,3.37
"209","West Coast Vancouver Island Troll",1997,52688,48776.68,52688,43886.83
"210","West Coast Vancouver Island Troll",1998,5140,0,5140,4281.41
"211","West Coast Vancouver Island Troll",1999,7434,6882.16,7434,6192.19
"212","West Coast Vancouver Island Troll",2000,64547,59755.38,64547,53764.76
"213","West Coast Vancouver Island Troll",2001,79668,73753.9,79668,66359.92
"214","West Coast Vancouver Island Troll",2002,126383,117001.04,126383,105271.45
"215","West Coast Vancouver Island Troll",2003,146736,135843.14,146736,122224.6
"216","West Coast Vancouver Island Troll",2004,171166,158459.6,171166,142573.71
"217","West Coast Vancouver Island Troll",2005,148798,137752.04,148798,123942.16
"218","West Coast Vancouver Island Troll",2006,108978,100888.06,108978,90773.85
"219","West Coast Vancouver Island Troll",2007,92921,86023.01,92921,77399.06
"220","West Coast Vancouver Island Troll",2008,94704,87673.73,94704,78884.24
"221","West Coast Vancouver Island Troll",2009,58191,53871.19,58191,48470.52
"222","West Coast Vancouver Island Troll",2010,84123,77878.17,84123,70070.73
"223","West Coast Vancouver Island Troll",2011,129023,119445.1,129023,107470.46
"224","West Coast Vancouver Island Troll",2012,60530,56036.55,60530,50418.78
"225","West Coast Vancouver Island Troll",2013,49526,45849.45,49526,41252.98
"226","West Coast Vancouver Island Troll",2014,129204,119612.61,129204,107621.2
"227","West Coast Vancouver Island Troll",2015,68522,63435.27,68522,57075.85
"228","West Coast Vancouver Island Troll",2016,60831,56315.25,60831,50669.52
"229","North of Falcon Troll",1979,140844,171453.28,140844,191392.43
"230","North of Falcon Troll",1980,136391,134609.11,136391,150607.65
"231","North of Falcon Troll",1981,125161,141210.24,125161,160119.05
"232","North of Falcon Troll",1982,173744,146659.32,173744,164656.41
"233","North of Falcon Troll",1983,82075,69816.3,82075,68558.12
"234","North of Falcon Troll",1984,31125,24634.76,31125,40784.52
"235","North of Falcon Troll",1985,68088,67993.45,68088,76659.34
"236","North of Falcon Troll",1986,82000,81886.17,82000,92322.67
"237","North of Falcon Troll",1987,126000,125825.09,126000,141861.59
"238","North of Falcon Troll",1988,157000,156781.99,157000,176764.07
"239","North of Falcon Troll",1989,140600,140404.78,140600,158299.57
"240","North of Falcon Troll",1990,113628,113470.19,113628,127932.16
"241","North of Falcon Troll",1991,88862,88738.61,88862,100048.45
"242","North of Falcon Troll",1992,100624,100484.26,100624,113291.17
"243","North of Falcon Troll",1993,65937,65845.48,65937,74237.52
"244","North of Falcon Troll",1994,7919,7908.04,7919,8915.87
"245","North of Falcon Troll",1995,15906,15883.93,15906,17908.38
"246","North of Falcon Troll",1996,22210,22179.15,22210,25005.9
"247","North of Falcon Troll",1997,21358,21328.34,21358,24046.66
"248","North of Falcon Troll",1998,21329,21299.43,21329,24013.98
"249","North of Falcon Troll",1999,45581,45517.69,45581,51319
"250","North of Falcon Troll",2000,20506,20477.54,20506,23087.42
"251","North of Falcon Troll",2001,56137,56059.07,56137,63203.87
"252","North of Falcon Troll",2002,108245,108094.66,108245,121871.49
"253","North of Falcon Troll",2003,102194,102052.09,102194,115058.75
"254","North of Falcon Troll",2004,108975,108823.7,108975,122693.43
"255","North of Falcon Troll",2005,92470,92341.59,92470,104110.67
"256","North of Falcon Troll",2006,58428,58346.89,58428,65783.24
"257","North of Falcon Troll",2007,43071,43011.18,43071,48493.08
"258","North of Falcon Troll",2008,36916,36864.72,36916,41563.21
"259","North of Falcon Troll",2009,28690,28650.19,28690,32301.69
"260","North of Falcon Troll",2010,90576,90450.27,90576,101978.26
"261","North of Falcon Troll",2011,65523,65432.04,65523,73771.44
"262","North of Falcon Troll",2012,100818,100678.04,100818,113509.58
"263","North of Falcon Troll",2013,95210,95077.83,95210,107195.61
"264","North of Falcon Troll",2014,121490,121321.3,121490,136783.88
"265","North of Falcon Troll",2015,130148,129967.3,130148,146531.77
"266","North of Falcon Troll",2016,42234,42175.36,42234,47550.65
"2301","South of Falcon Troll",1979,112280,34220.02,NA,NA
"2311","South of Falcon Troll",1980,131294,29743.03,NA,NA
"2321","South of Falcon Troll",1981,64102,29048.84,NA,NA
"2331","South of Falcon Troll",1982,145148,30205.6,NA,NA
"2341","South of Falcon Troll",1983,47519,8838.11,NA,NA
"2351","South of Falcon Troll",1984,36084,14120.39,NA,NA
"2361","South of Falcon Troll",1985,193770,52802.21,NA,NA
"2371","South of Falcon Troll",1986,342092,93219.91,NA,NA
"2381","South of Falcon Troll",1987,479427,130643.62,NA,NA
"2391","South of Falcon Troll",1988,430383,117279.13,NA,NA
"2401","South of Falcon Troll",1989,333585,90901.74,NA,NA
"2411","South of Falcon Troll",1990,227637,62030.98,NA,NA
"2421","South of Falcon Troll",1991,73323,19980.49,NA,NA
"2431","South of Falcon Troll",1992,108247,29497.23,NA,NA
"2441","South of Falcon Troll",1993,81112,22102.98,NA,NA
"2451","South of Falcon Troll",1994,23729,6466.14,NA,NA
"2461","South of Falcon Troll",1995,210464,57351.33,NA,NA
"2471","South of Falcon Troll",1996,166645,45410.66,NA,NA
"2481","South of Falcon Troll",1997,146158,39828.01,NA,NA
"2491","South of Falcon Troll",1998,123468,33644.97,NA,NA
"2501","South of Falcon Troll",1999,61156,16664.99,NA,NA
"2511","South of Falcon Troll",2000,130192,35477.25,NA,NA
"2521","South of Falcon Troll",2001,267273,72831.79,NA,NA
"2531","South of Falcon Troll",2002,284589,77550.35,NA,NA
"2541","South of Falcon Troll",2003,314222,85625.36,NA,NA
"2551","South of Falcon Troll",2004,241107,65701.57,NA,NA
"2561","South of Falcon Troll",2005,238944,65112.12,NA,NA
"2571","South of Falcon Troll",2006,23738,6468.6,NA,NA
"2581","South of Falcon Troll",2007,29947,8160.55,NA,NA
"2591","South of Falcon Troll",2008,284,77.41,NA,NA
"2601","South of Falcon Troll",2009,437,119.04,NA,NA
"2611","South of Falcon Troll",2010,27444,7478.5,NA,NA
"2621","South of Falcon Troll",2011,27919,7607.88,NA,NA
"2631","South of Falcon Troll",2012,59213,16135.51,NA,NA
"2641","South of Falcon Troll",2013,103996,28338.87,NA,NA
"2651","South of Falcon Troll",2014,175768,47896.68,NA,NA
"2661","South of Falcon Troll",2015,89154,24294.43,NA,NA
"267","South of Falcon Troll",2016,39820,10850.93,NA,NA
"1100","Georgia Strait Troll",1979,254997,152817.48,254997,214234.39
"268","Georgia Strait Troll",1980,273169,129646.15,273169,184134.33
"310","Georgia Strait Troll",1981,239662,156257.49,239662,176649.64
"410","Georgia Strait Troll",1982,179046,148042.42,179046,166838.74
"510","Georgia Strait Troll",1983,104978,86549.73,104978,123135.86
"610","Georgia Strait Troll",1984,89992,95946.94,89992,110408.13
"710","Georgia Strait Troll",1985,56009,37733.26,56009,47844.78
"810","Georgia Strait Troll",1986,43925,29592.28,43925,37522.16
"910","Georgia Strait Troll",1987,38064,25643.73,38064,32515.53
"1010","Georgia Strait Troll",1988,20244,13638.37,20244,17293.11
"1110","Georgia Strait Troll",1989,28443,19161.99,28443,24296.97
"1210","Georgia Strait Troll",1990,34301,23108.59,34301,29301.05
"1310","Georgia Strait Troll",1991,32404,21830.59,32404,27680.58
"1410","Georgia Strait Troll",1992,37250,25095.3,37250,31820.17
"1510","Georgia Strait Troll",1993,33292,22428.86,33292,28439.14
"1610","Georgia Strait Troll",1994,12917,8702.19,12917,11034.13
"1710","Georgia Strait Troll",1995,139,93.62,139,118.76
"1810","Georgia Strait Troll",1996,14,9.4,14,11.96
"1910","Georgia Strait Troll",1997,806,543,806,688.55
"2010","Georgia Strait Troll",1998,303,204.14,303,258.84
"2110","Georgia Strait Troll",1999,219,147.55,219,187.08
"2210","Georgia Strait Troll",2000,609,410.3,609,520.23
"2310","Georgia Strait Troll",2001,311,209.49,311,265.65
"2410","Georgia Strait Troll",2002,459,309.26,459,392.09
"2510","Georgia Strait Troll",2003,279,188,279,238.3
"269","Georgia Strait Troll",2004,389,262.07,389,332.32
"271","Georgia Strait Troll",2005,11,7.39,11,9.39
"281","Georgia Strait Troll",2006,0,0,0,0
"291","Georgia Strait Troll",2007,0,0,0,0
"301","Georgia Strait Troll",2008,0,0,0,0
"311","Georgia Strait Troll",2009,0,0,0,0
"321","Georgia Strait Troll",2010,5,3.35,5,4.26
"331","Georgia Strait Troll",2011,0,0,0,0
"341","Georgia Strait Troll",2012,0,0,0,0
"351","Georgia Strait Troll",2013,0,0,0,0
"361","Georgia Strait Troll",2014,0,0,0,0
"371","Georgia Strait Troll",2015,0,0,0,0
"381","Georgia Strait Troll",2016,0,0,0,0
"1101","Alaska Net",1979,28388,18147.48,28388,15361.46
"270","Alaska Net",1980,20114,22129.18,20114,15082.59
"312","Alaska Net",1981,18952,23575.01,18952,16306.13
"411","Alaska Net",1982,46992,31235.77,46992,17771.41
"511","Alaska Net",1983,19516,26501.11,19516,9943.3
"611","Alaska Net",1984,32405,43667.14,32405,17219.24
"711","Alaska Net",1985,33329,33106.35,33329,18367.5
"811","Alaska Net",1986,20564,20426.66,20564,11332.72
"911","Alaska Net",1987,13979,13885.61,13979,7703.77
"1011","Alaska Net",1988,17448,17331.43,17448,9615.49
"1111","Alaska Net",1989,18549,18425.08,18549,10222.27
"1211","Alaska Net",1990,16108,16000.39,16108,8877.03
"1311","Alaska Net",1991,21039,20898.44,21039,11594.49
"1411","Alaska Net",1992,24017,23856.58,24017,13235.67
"1511","Alaska Net",1993,16166,16058.02,16166,8909
"1611","Alaska Net",1994,22552,22401.42,22552,12428.28
"1711","Alaska Net",1995,26371,26194.81,26371,14532.92
"1811","Alaska Net",1996,8441,8384.63,8441,4651.81
"1911","Alaska Net",1997,11447,11370.56,11447,6308.38
"2011","Alaska Net",1998,13360,13270.77,13360,7362.66
"2111","Alaska Net",1999,12943,12856.58,12943,7132.86
"2211","Alaska Net",2000,11091,11016.9,11091,6112.19
"2312","Alaska Net",2001,13502,13411.82,13502,7440.9
"2412","Alaska Net",2002,13497,13406.85,13497,7438.14
"2512","Alaska Net",2003,23534,23376.81,23534,12969.47
"2610","Alaska Net",2004,39730,39464.57,39730,21895.03
"272","Alaska Net",2005,20415,20278.63,20415,11250.6
"282","Alaska Net",2006,26710,26531.58,26710,14719.79
"292","Alaska Net",2007,25428,25258.13,25428,14013.25
"302","Alaska Net",2008,13839,13746.54,13839,7626.62
"313","Alaska Net",2009,20744,20605.43,20744,11431.92
"322","Alaska Net",2010,8411,8354.81,8411,4635.29
"332","Alaska Net",2011,16338,16228.89,16338,9003.79
"342","Alaska Net",2012,13311,13222.07,13311,7335.62
"352","Alaska Net",2013,13522,13431.68,13522,7451.92
"362","Alaska Net",2014,21208,21066.3,21208,11687.65
"372","Alaska Net",2015,18766,18640.71,18766,10341.86
"382","Alaska Net",2016,25206,25037.59,25206,13890.93
"1102","North B.C. Net",1979,55472,27631.64,55472,36004.34
"273","North B.C. Net",1980,35882,28620.87,35882,31955.24
"314","North B.C. Net",1981,53337,27898.67,53337,34465.36
"412","North B.C. Net",1982,77462,33609.26,77462,35493.17
"512","North B.C. Net",1983,25318,42339.01,25318,25684.4
"612","North B.C. Net",1984,47293,48416.13,47293,37777.14
"712","North B.C. Net",1985,63177,44691.36,63177,43161.84
"812","North B.C. Net",1986,38061,26924.37,38061,26002.91
"912","North B.C. Net",1987,38579,27290.73,38579,26356.77
"1012","North B.C. Net",1988,27550,19488.9,27550,18821.89
"1112","North B.C. Net",1989,42005,29714.41,42005,28697.36
"1212","North B.C. Net",1990,32132,22730.24,32132,21952.25
"1312","North B.C. Net",1991,49303,34877.11,49303,33683.27
"1412","North B.C. Net",1992,35004,24762.22,35004,23914.39
